"InvID","PlotID","Invdate","Treenum","Species","dbh","Heartwood","Woodpeck","Barkcond","Theight","Cdeath","Yrdeath","Whard","Nesthole","SapWood","Weight","Comment"
330,"0005-01308","2012-08-01 00:00:00",7,"WF",25,"B","N",100,1,"R",2,-9,0,"C",10,""
330,"0005-01308","2012-08-01 00:00:00",8,"WF",20,"A","N",100,1,"R",2,-9,0,"B",10,""
330,"0005-01308","2012-08-01 00:00:00",15,"WF",24.5,"A","Y",95,1,"R",2,-9,0,"B",10,""
330,"0005-01308","2012-08-01 00:00:00",21,"WF",27,"B","N",100,1,"R",4,-9,0,"B",10,""
335,"0005-00602","2012-08-01 00:00:00",6,"RF",22,"B","N",95,0,"R",9,-9,0,"B",10,""
335,"0005-00602","2012-08-01 00:00:00",9,"WF",26,"A","Y",95,1,"R",9,-9,0,"A",10,""
335,"0005-00602","2012-08-01 00:00:00",10,"WF",23,"B","Y",75,1,"R",9,-9,0,"B",10,""
335,"0005-00602","2012-08-01 00:00:00",15,"RF",27,"B","Y",30,1,"R",9,-9,0,"B",10,""
336,"0005-00603","2012-08-01 00:00:00",1,"RF",26,"B","N",100,0,"R",4,-9,0,"B",10,""
337,"0005-00604","2012-07-17 00:00:00",17,"WF",35,"B","N",100,1,"R",4,-9,0,"B",10,""
338,"0005-00605","2012-07-17 00:00:00",16,"WF",27,"B","N",100,1,"R",4,-9,0,"C",10,""
340,"0005-00607","2012-07-18 00:00:00",21,"IC",31,"B","N",75,1,"R",4,-9,0,"B",10,""
343,"0005-01206","2012-07-31 00:00:00",3,"RF",28,"B","N",40,1,"R",4,-9,0,"C",10,""
343,"0005-01206","2012-07-31 00:00:00",13,"RF",22,"C","N",60,1,"R",4,-9,0,"D",10,""
343,"0005-01206","2012-07-31 00:00:00",18,"RF",21,"D","N",25,1,"R",4,-9,0,"D",10,""
