"InvID","PlotID","Invdate","Treenum","Species","Cdeath","Yrdeath","Comment"
2557,"0500-00013","1997-07-11 00:00:00",25,"SP","M","9",""
2557,"0500-00013","1997-07-11 00:00:00",26,"WF","M","9",""
2557,"0500-00013","1997-07-11 00:00:00",27,"IC","M","9",""
2557,"0500-00013","1997-07-11 00:00:00",28,"IC","M","9",""
2557,"0500-00013","1997-07-11 00:00:00",30,"WF","M","9",""
2560,"0500-00017","1997-07-14 00:00:00",3,"IC","N","9",""
2560,"0500-00017","1997-07-14 00:00:00",6,"IC","M","9",""
2560,"0500-00017","1997-07-14 00:00:00",13,"IC","M","9",""
2560,"0500-00017","1997-07-14 00:00:00",14,"WF","M","9",""
2561,"0500-00019","1997-07-15 00:00:00",16,"IC","N","9",""
2561,"0500-00019","1997-07-15 00:00:00",28,"SP","N","9",""",1/100"""
2562,"0500-00021","1997-07-14 00:00:00",2,"DW","M","9","OLD DATA SAYS DW? WE ASSUMED IT MEANT DOGWOOD "
2562,"0500-00021","1997-07-14 00:00:00",10,"TO","M","9",""
2562,"0500-00021","1997-07-14 00:00:00",11,"TO","M","9",""
2563,"0500-00022","1997-07-14 00:00:00",12,"WF","M","9",""
2564,"0500-00026","1997-07-17 00:00:00",4,"IC","M","9",""
2564,"0500-00026","1997-07-17 00:00:00",5,"IC","M","9",""
2567,"0500-00035","1997-07-18 00:00:00",6,"WF","N","9",""
2567,"0500-00035","1997-07-18 00:00:00",11,"SP","N","9",""
2567,"0500-00035","1997-07-18 00:00:00",14,"IC","M","9",""
2567,"0500-00035","1997-07-18 00:00:00",17,"SP","N","9",""
2568,"0190-00027","1997-07-10 00:00:00",4,"DF","M","9",""
2568,"0190-00027","1997-07-10 00:00:00",6,"DF","M","9",""
2568,"0190-00027","1997-07-10 00:00:00",9,"WF","M","9",""
2569,"0190-00023","1997-07-09 00:00:00",4,"IC","M","9",""
2569,"0190-00023","1997-07-09 00:00:00",5,"IC","U","9",""
2569,"0190-00023","1997-07-09 00:00:00",6,"IC","M","9",""
2569,"0190-00023","1997-07-09 00:00:00",24,"IC","U","9",""
2569,"0190-00023","1997-07-09 00:00:00",27,"WF","U","9",""
2569,"0190-00023","1997-07-09 00:00:00",29,"IC","U","9",""
2569,"0190-00023","1997-07-09 00:00:00",35,"IC","M","9",""
2569,"0190-00023","1997-07-09 00:00:00",37,"IC","M","9",""
2569,"0190-00023","1997-07-09 00:00:00",47,"IC","N","9",""
2569,"0190-00023","1997-07-09 00:00:00",51,"IC","W","9",""
2569,"0190-00023","1997-07-09 00:00:00",56,"IC","M","9",""
2592,"0551-00003","1997-08-08 00:00:00",20,"SP","M","9",""
2592,"0551-00003","1997-08-08 00:00:00",21,"SP","M","9",""
2592,"0551-00003","1997-08-08 00:00:00",22,"SP","M","9",""
2592,"0551-00003","1997-08-08 00:00:00",23,"SP","M","9",""
2593,"0551-00013","1997-09-05 00:00:00",15,"IC","C","9","REMOVED BY NEW LOWER GADDIS CREEK ROAD."
2593,"0551-00013","1997-09-05 00:00:00",16,"IC","C","9","REMOVED BY NEW LOWER GADDIS CREEK ROAD."
2593,"0551-00013","1997-09-05 00:00:00",26,"WF","M","9",""
2593,"0551-00013","1997-09-05 00:00:00",27,"IC","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",2,"WF","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",4,"IC","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",5,"PP","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",10,"IC","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",11,"IC","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",12,"PP","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",13,"PP","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",15,"IC","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",16,"DF","M","9",""
2598,"0553-00004","1997-06-20 00:00:00",17,"DF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",1,"BO","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",2,"BO","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",3,"WF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",4,"PP","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",5,"WF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",6,"WF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",7,"BO","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",8,"DF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",9,"DF","M","9",""
2599,"0553-00007","1997-06-20 00:00:00",10,"DF","M","9",""
2600,"0581-00011","1997-08-05 00:00:00",8,"PP","U","9",""
2601,"0581-00007","1997-08-05 00:00:00",3,"IC","C","9",""
2601,"0581-00007","1997-08-05 00:00:00",4,"WF","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",5,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",7,"DF","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",9,"IC","C","9",""
2601,"0581-00007","1997-08-05 00:00:00",10,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",11,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",13,"WF","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",14,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",15,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",18,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",21,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",23,"DF","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",28,"IC","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",29,"DF","M","9",""
2601,"0581-00007","1997-08-05 00:00:00",30,"IC","M","9",""
2602,"0581-00006","1997-08-05 00:00:00",2,"IC","C","9",""
2602,"0581-00006","1997-08-05 00:00:00",3,"IC","C","9",""
2694,"0240-00022","1996-07-11 00:00:00",55,"IC","X","9",""
2695,"0240-00023","1996-07-09 00:00:00",30,"WF","X","9","DOWN"
2696,"0240-00024","1996-07-18 00:00:00",2,"BO","X","9","DOWNED"
2696,"0240-00024","1996-07-18 00:00:00",19,"IC","X","9","DOWNED"
2696,"0240-00024","1996-07-18 00:00:00",24,"IC","X","9","DOWNED"
2696,"0240-00024","1996-07-18 00:00:00",29,"IC","X","9","DOWNED"
2696,"0240-00024","1996-07-18 00:00:00",30,"IC","X","9","DOWNED"
2018,"0030-00010","1994-08-01 00:00:00",3,"PP","N","9",NA
2018,"0030-00010","1994-08-01 00:00:00",9,"IC","N","9",NA
2020,"0030-00012","1994-08-02 00:00:00",12,"BO","N","9",NA
2020,"0030-00012","1994-08-02 00:00:00",16,"IC","C","9",NA
2020,"0030-00012","1994-08-02 00:00:00",20,"IC","C","9",NA
2020,"0030-00012","1994-08-02 00:00:00",26,"IC","C","9",NA
2020,"0030-00012","1994-08-02 00:00:00",28,"WF","U","9",NA
2020,"0030-00012","1994-08-02 00:00:00",32,"IC","P","9",NA
2020,"0030-00012","1994-08-02 00:00:00",4,"WF","P","9",NA
2020,"0030-00012","1994-08-02 00:00:00",5,"PP","C","9",NA
2020,"0030-00012","1994-08-02 00:00:00",7,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",1,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",13,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",14,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",18,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",19,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",27,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",44,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",5,"IC","C","9",NA
2021,"0030-00013","1994-08-03 00:00:00",9,"IC","C","9",NA
2022,"0040-00001","1994-10-18 00:00:00",1,"IC","C","9",NA
2022,"0040-00001","1994-10-18 00:00:00",18,"WF","M","9",NA
2022,"0040-00001","1994-10-18 00:00:00",19,"WF","M","9",NA
2023,"0040-00002","1994-10-19 00:00:00",11,"WF","N","9",NA
2023,"0040-00002","1994-10-19 00:00:00",2,"PP","U","9",NA
2023,"0040-00002","1994-10-19 00:00:00",22,"PP","U","9",NA
2023,"0040-00002","1994-10-19 00:00:00",6,"WF","P","9",NA
2023,"0040-00002","1994-10-19 00:00:00",7,"IC","R","9",NA
2024,"0040-00003","1994-10-04 00:00:00",10,"DF","M","9",NA
2024,"0040-00003","1994-10-04 00:00:00",13,"DF","N","9",NA
2025,"0040-00004","1994-10-19 00:00:00",20,"WF","P","9",NA
2025,"0040-00004","1994-10-19 00:00:00",21,"WF","R","9",NA
2025,"0040-00004","1994-10-19 00:00:00",22,"IC","R","9",NA
2025,"0040-00004","1994-10-19 00:00:00",23,"SP","R","9",NA
2025,"0040-00004","1994-10-19 00:00:00",5,"WF","U","9",NA
